,Survey Year,SalaryUSD,PostalCode,EmploymentStatus,JobTitle,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,Gender,OtherJobDuties
5432,2018,94000.0,,Full time employee,Developer: T-SQL,1,Not Asked,1,Female,"Developer: Business Intelligence (SSRS, PowerBI, etc)"
5433,2018,120000.0,22209,Full time employee,Manager,1,Not Asked,None,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc)"
5434,2018,126000.0,89501,Full time employee of a consulting/contracting company,Architect,2,Not Asked,1,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)"
5436,2018,127500.0,773,Full time employee,"Developer: App code (C#, JS, etc)",15,Not Asked,None,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL"
5437,2018,125000.0,27012,Full time employee,Manager,1,Not Asked,None,Male,"Architect, Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5438,2018,180600.0,941,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",5,Not Asked,1,Male,
5439,2018,100000.0,14450,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",8,Not Asked,3,Female,"DBA (Production Focus - build & troubleshoot servers, HA/DR)"
5440,2018,125000.0,53092,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),15,Not Asked,1,Male,"Architect, Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc)"
5441,2018,107000.0,56201,Full time employee,Manager,6,Not Asked,None,Male,"Analyst, Architect, Data Scientist, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5443,2018,82000.0,,Full time employee,Analyst,5,Not Asked,1,Male,"Data Scientist, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5444,2018,85000.0,80903,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),12,Not Asked,1,Female,Developer: T-SQL
5445,2018,50085.0,32503,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",3,Not Asked,1,Female,"Analyst, Architect, Developer: App code (C#, JS, etc), Developer: T-SQL, Manager"
5446,2018,78000.0,14607,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,1,Female,
5447,2018,91500.0,46805,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",6,Not Asked,1,Male,"Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager"
5448,2018,96500.0,97301,Full time employee,Architect,5,Not Asked,None,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5450,2018,120000.0,64141,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),16,Not Asked,5,Female,
5451,2018,175000.0,20001,Full time employee,Manager,20,Not Asked,None,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5452,2018,90000.0,80226,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",9,Not Asked,None,Female,"DBA (Development Focus - tunes queries, indexes, does deployments)"
5453,2018,102000.0,282,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",5,Not Asked,2,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL"
5454,2018,120000.0,8873,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",20,Not Asked,4,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
5455,2018,85000.0,64109,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",7,Not Asked,None,Male,Architect
5456,2018,150000.0,75,Full time employee,Architect,3,Not Asked,None,Male,"Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager"
5458,2018,125000.0,37743,Full time employee,Developer: T-SQL,4,Not Asked,None,Male,"Analyst, Architect, Developer: App code (C#, JS, etc), Engineer, Manager"
5459,2018,96000.0,33928,Full time employee,Developer: T-SQL,20,Not Asked,1,Female,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Engineer"
5460,2018,290000.0,55128,"Independent consultant, contractor, freelancer,  or company owner",Developer: T-SQL,20,Not Asked,1,Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc)"
5461,2018,81000.0,98502,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",25,Not Asked,None,Female,Engineer
5462,2018,107000.0,,Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",3,Not Asked,1,Female,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments)"
5463,2018,69000.0,79912,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),8,Not Asked,None,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)"
5464,2018,115000.0,53226,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,Not Asked,3,Male,"Data Scientist, Developer: Business Intelligence (SSRS, PowerBI, etc), Manager"
5465,2018,85850.0,32839,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,Not Asked,1,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
5466,2018,125000.0,,Full time employee,Architect,10,Not Asked,None,Prefer not to say,"DBA (Development Focus - tunes queries, indexes, does deployments)"
5467,2018,130000.0,60610,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),10,Not Asked,None,Male,Architect
5468,2018,98000.0,63366,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,None,Male,"Analyst, Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5471,2018,123000.0,77001,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,Not Asked,3,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
5472,2018,111000.0,60188,Full time employee,Manager,11,Not Asked,None,Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager"
5473,2018,123000.0,49525,"Independent consultant, contractor, freelancer,  or company owner","Developer: App code (C#, JS, etc)",25,Not Asked,None,Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL"
5474,2018,83000.0,33461,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",10,Not Asked,None,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc)"
5475,2018,130000.0,92123,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),11,Not Asked,More than 5,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Engineer"
5476,2018,103000.0,85007,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",17,Not Asked,More than 5,Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)
5477,2018,110724.0,94596,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",3,Not Asked,4,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL"
5478,2018,80000.0,16066,Full time employee,Developer: T-SQL,1,Not Asked,None,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
5479,2018,54000.0,15206,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,Not Asked,More than 5,Alien,"DBA (Production Focus - build & troubleshoot servers, HA/DR)"
5480,2018,105000.0,,Full time employee,Architect,3,Not Asked,1,Male,"Architect, Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc)"
5481,2018,145000.0,30097,Full time employee,Architect,20,Not Asked,None,Male,"Developer: App code (C#, JS, etc)"
5482,2018,105000.0,95926,Full time employee,Manager,10,Not Asked,4,Male,"Analyst, Data Scientist, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5483,2018,85488.0,45402,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",1,Not Asked,None,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL, Engineer"
5484,2018,88000.0,90013,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),7,Not Asked,None,Male,Analyst
5485,2018,95000.0,60603,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",14,Not Asked,None,Male,Developer: T-SQL
5486,2018,95000.0,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),10,Not Asked,3,Male,
5487,2018,133000.0,75034,Full time employee,Developer: T-SQL,10,Not Asked,1,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL"
5489,2018,105000.0,15009,Full time employee,"Developer: App code (C#, JS, etc)",17,Not Asked,2,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL"
5490,2018,112000.0,91367,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,Not Asked,1,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5491,2018,100420.0,48640,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,Not Asked,2,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)"
5492,2018,113500.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",2,Not Asked,None,Male,
5493,2018,150000.0,65809,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",6,Not Asked,4,Male,"Architect, Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5494,2018,95000.0,80016,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",1,Not Asked,More than 5,Male,"Analyst, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5495,2018,130000.0,92807,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",1,Not Asked,None,Male,"Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Engineer"
5496,2018,85000.0,12205,Full time employee,"Developer: App code (C#, JS, etc)",3,Not Asked,1,Male,Developer: T-SQL
5498,2018,90000.0,85282,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,Not Asked,None,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5499,2018,98000.0,46615,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",12,Not Asked,1,Male,
5500,2018,100000.0,56001,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),9,Not Asked,None,Male,"Architect, Developer: App code (C#, JS, etc), Developer: T-SQL"
5501,2018,140000.0,60031,Full time employee of a consulting/contracting company,Architect,4,Not Asked,None,Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)
5502,2018,110000.0,3,Full time employee,Architect,25,Not Asked,None,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5503,2018,95000.0,15222,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",7,Not Asked,3,Male,
5504,2018,103500.0,60045,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),10,Not Asked,3,Male,
5505,2018,135000.0,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,None,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)"
5506,2018,138000.0,94945,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),9,Not Asked,None,Male,Architect
5507,2018,195000.0,94103,Full time employee,Architect,4,Not Asked,2,Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL, Engineer"
5510,2018,97000.0,62526,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",15,Not Asked,2,Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)
5511,2018,128000.0,27606,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),27,Not Asked,3,Male,
5512,2018,100000.0,,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",2,Not Asked,3,Male,"Architect, Developer: T-SQL"
5513,2018,54000.0,98121,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,Not Asked,None,Male,"Analyst, Developer: App code (C#, JS, etc), Developer: T-SQL"
5515,2018,100000.0,32092,Full time employee,"Developer: App code (C#, JS, etc)",20,Not Asked,1,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments)"
5516,2018,125000.0,290,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",24,Not Asked,1,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL"
5517,2018,112000.0,40,Full time employee,Architect,2,Not Asked,1,Male,Developer: T-SQL
5518,2018,65000.0,,Full time employee,Analyst,2,Not Asked,None,Male,
5519,2018,115000.0,80526,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,Not Asked,1,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)"
5520,2018,106500.0,275,Full time employee,Engineer,3,Not Asked,1,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL"
5521,2018,127000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",14,Not Asked,1,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
5522,2018,124000.0,16055,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",13,Not Asked,1,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL"
5523,2018,125000.0,97213,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",5,Not Asked,2,Male,"Analyst, Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: T-SQL, Manager"
5524,2018,65000.0,66049,Full time employee,"Developer: App code (C#, JS, etc)",1,Not Asked,None,Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5525,2018,88000.0,6,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),12,Not Asked,None,Prefer not to say,"Architect, Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager"
5526,2018,122000.0,49009,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",15,Not Asked,None,Prefer not to say,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments)"
5527,2018,100000.0,23233,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,Not Asked,1,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: T-SQL"
5528,2018,110000.0,75023,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),10,Not Asked,2,Male,Developer: T-SQL
5529,2018,90000.0,,Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",1,Not Asked,1,Female,
5530,2018,90000.0,41017,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",2,Not Asked,None,Male,
5532,2018,120000.0,85004,Full time employee,Architect,3,Not Asked,None,Prefer not to say,"Analyst, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5533,2018,97000.0,22314,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,1,Male,"Analyst, Developer: T-SQL"
5534,2018,74000.0,55318,Full time employee,Analyst,13,Not Asked,1,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5535,2018,129000.0,94596,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",15,Not Asked,None,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL"
5536,2018,145000.0,60502,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",10,Not Asked,More than 5,Male,"Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
5537,2018,151000.0,30087,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",37,Not Asked,4,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments)"
5539,2018,120000.0,60045,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",4,Not Asked,None,Male,
5540,2018,117000.0,30339,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,2,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)"
5541,2018,1450000.0,53118,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),10,Not Asked,None,Male,"Architect, Data Scientist, Developer: App code (C#, JS, etc), Developer: T-SQL, Manager"
5542,2018,62000.0,16506,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),11,Not Asked,None,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL"
5543,2018,105000.0,60076,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),7,Not Asked,None,Male,
5544,2018,85000.0,,Full time employee,Manager,20,Not Asked,1,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Manager"
5545,2018,121000.0,15102,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,None,Male,"Architect, Developer: T-SQL"
5547,2018,71000.0,80538,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",17,Not Asked,None,Prefer not to say,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5548,2018,102500.0,27105,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",4,Not Asked,None,Male,"Architect, Developer: T-SQL"
5549,2018,107000.0,46204,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",2,Not Asked,3,Male,Developer: T-SQL
5550,2018,90000.0,89460,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),24,Not Asked,None,Male,"Architect, Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5552,2018,40000.0,216,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",0,Not Asked,1,Male,
5553,2018,110000.0,80202,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",1,Not Asked,None,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5555,2018,115000.0,97062,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),6,Not Asked,None,Male,
5556,2018,115000.0,6019,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,2,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5558,2018,115000.0,98105,Full time employee,Engineer,1,Not Asked,3,Male,"Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL"
5559,2018,63000.0,65804,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,None,Male,
5560,2018,78250.0,23455,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,Not Asked,More than 5,Male,
5562,2018,97088.0,30009,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),13,Not Asked,None,Male,Analyst
5563,2018,80000.0,19380,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,1,Male,Engineer
5564,2018,142000.0,27616,Full time employee,Architect,30,Not Asked,None,Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)
5569,2018,75000.0,15203,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),6,Not Asked,More than 5,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
5593,2018,104000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",5,Not Asked,1,Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)
5594,2018,135000.0,92562,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,1,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5597,2018,95000.0,98109,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,1,Male,"Developer: App code (C#, JS, etc)"
5600,2018,72500.0,38120,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,Not Asked,1,Male,Developer: T-SQL
5601,2018,61000.0,42071,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,2,Female,
5602,2018,137000.0,92614,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",13,Not Asked,None,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)"
5603,2018,110000.0,55119,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,Not Asked,1,Male,
5604,2018,110000.0,80202,Full time employee,Developer: T-SQL,1,Not Asked,None,Male,"Data Scientist, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
5605,2018,106000.0,96001,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,Not Asked,More than 5,Male,"Developer: T-SQL, Engineer"
5606,2018,93000.0,29210,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",4,Not Asked,1,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)"
5608,2018,175000.0,,Full time employee,Other,4,Not Asked,None,Male,Manager
5610,2018,140000.0,60613,Full time employee of a consulting/contracting company,Architect,5,Not Asked,None,Male,
5611,2018,69000.0,98052,Full time employee,Analyst,4,Not Asked,None,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
5612,2018,116000.0,28217,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),6,Not Asked,None,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc)"
5613,2018,75000.0,80634,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",6,Not Asked,2,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
5616,2018,135000.0,1730,Full time employee,Developer: T-SQL,10,Not Asked,5,Male,Architect
5617,2018,108000.0,7082,Full time employee,"Developer: App code (C#, JS, etc)",18,Not Asked,None,Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)
5618,2018,95000.0,78216,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),18,Not Asked,None,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL"
5619,2018,140000.0,19053,Full time employee of a consulting/contracting company,Architect,1,Not Asked,More than 5,Male,
5620,2018,116000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",4,Not Asked,1,Female,
5622,2018,115000.0,2466,Full time employee,Architect,2,Not Asked,4,Female,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL"
5624,2018,62000.0,80231,"Independent consultant, contractor, freelancer,  or company owner","DBA (Production Focus - build & troubleshoot servers, HA/DR)",1,Not Asked,3,Male,Developer: T-SQL
5625,2018,113000.0,2134,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",4,Not Asked,None,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5626,2018,115000.0,84043,Full time employee,Engineer,1,Not Asked,More than 5,Male,
5627,2018,126000.0,92648,Full time employee,Developer: T-SQL,2,Not Asked,1,Female,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc)"
5628,2018,65500.0,145,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,None,Male,Engineer
5629,2018,92000.0,46601,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),7,Not Asked,2,Male,"Developer: App code (C#, JS, etc)"
5630,2018,105000.0,1730,Full time employee,Developer: T-SQL,6,Not Asked,4,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
5632,2018,142500.0,92009,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",4,Not Asked,None,Female,"DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager"
5633,2018,94000.0,1460,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,Not Asked,1,Male,
5634,2018,90000.0,328,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",1,Not Asked,None,Male,"Architect, Engineer"
5635,2018,67000.0,43240,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),7,Not Asked,5,Male,"Analyst, DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
